cod_cliente_ficticio,tipo_pessoa,produto,qtd_cotas_total,qtd_cotas_contempladas,qtd_cotas_nao_contempladas,vl_saldo_devedor_total,tempo_relacionamento_anos,nm_uf,vl_renda_mensal,dt_ultima_compra,tempo_medio_permanencia_meses,situacao_adimplencia,teve_cotas_canceladas,faixa_renda,recencia_dias,faixa_recencia,inadimplente_flag,cancelamento_flag,tem_veiculos_row,tem_imoveis_row,recencia_meses,elegivel,score_capacidade_veiculos,score_capacidade_imoveis,score_recencia,score_engajamento,score_relacionamento,score_afinidade_veiculos,score_afinidade_imoveis,score_veiculos,score_imoveis,produto_recomendado,score_conquiste,segmento_conquiste,score_produto_atual,segmento_produto_atual
CLI010194,FISICA,VEÍCULOS,1,0,1,74573.99,3,RIO GRANDE DO SUL,10000.0,2022-12-06,64,ADIMPLENTE,NÃO,5 a 10 mil,1382,2 a 5 anos,False,False,True,False,45.4,False,20,10,0,5,12,15,10,52,37,Não ofertar,52,Não prioritário,52.0,Não prioritário
CLI010195,FISICA,IMÓVEIS,1,0,1,795195.9,0,RIO GRANDE DO SUL,15000.0,2026-06-30,206,ADIMPLENTE,NÃO,10 a 20 mil,80,Até 3 meses,False,False,False,True,2.6,True,25,10,20,5,5,10,15,65,55,VEÍCULOS,65,Potencial,55.0,Nutrição
CLI010196,FISICA,IMÓVEIS,1,0,1,1217138.62,2,ESPIRITO SANTO,20000.0,2026-09-11,185,ADIMPLENTE,SIM,10 a 20 mil,7,Até 3 meses,False,True,False,True,0.2,False,30,20,20,5,8,10,15,73,68,Não ofertar,73,Não prioritário,68.0,Não prioritário
CLI010197,FISICA,IMÓVEIS,1,1,0,0.0,13,RIO GRANDE DO SUL,9792.27,2013-01-28,14,ADIMPLENTE,NÃO,5 a 10 mil,4981,Mais de 5 anos,False,False,False,True,163.6,False,10,5,0,5,15,10,15,40,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI010198,FISICA,IMÓVEIS,1,0,1,177438.14,7,RIO GRANDE DO SUL,2800.0,2018-12-11,87,ADIMPLENTE,NÃO,Até 5 mil,2838,Mais de 5 anos,False,False,False,True,93.2,False,5,5,0,5,15,10,15,35,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI010199,FISICA,IMÓVEIS,1,1,0,79113.69,3,PARANA,15000.0,2023-07-31,82,ADIMPLENTE,NÃO,10 a 20 mil,1145,2 a 5 anos,False,False,False,True,37.6,False,25,10,0,5,12,10,15,52,42,Não ofertar,52,Não prioritário,42.0,Não prioritário
CLI010200,FISICA,IMÓVEIS,2,0,2,290746.66,0,SANTA CATARINA,15000.0,2026-06-24,82,INADIMPLENTE,NÃO,10 a 20 mil,86,Até 3 meses,True,False,False,True,2.8,False,25,10,20,10,5,10,15,70,60,Não ofertar,70,Não prioritário,60.0,Não prioritário
CLI010201,FISICA,VEÍCULOS,3,2,1,116973.2,1,MATO GROSSO,9137.68,2026-03-20,57,ADIMPLENTE,NÃO,5 a 10 mil,182,6 a 12 meses,False,False,True,False,6.0,True,10,5,20,15,8,15,10,68,58,VEÍCULOS,68,Potencial,68.0,Potencial
CLI010202,FISICA,IMÓVEIS,1,0,1,419687.9,5,RIO GRANDE DO SUL,10000.0,2021-09-03,136,ADIMPLENTE,NÃO,5 a 10 mil,1841,Mais de 5 anos,False,False,False,True,60.5,False,20,10,0,5,15,10,15,50,45,Não ofertar,50,Não prioritário,45.0,Não prioritário
CLI010203,FISICA,VEÍCULOS,1,0,1,168263.62,0,RIO GRANDE DO SUL,7500.0,2025-10-01,106,ADIMPLENTE,NÃO,5 a 10 mil,352,6 a 12 meses,False,False,True,False,11.6,True,10,5,15,5,5,15,10,50,40,VEÍCULOS,50,Nutrição,50.0,Nutrição
CLI010204,FISICA,IMÓVEIS,1,0,1,243129.97,1,RIO GRANDE DO SUL,9000.0,2024-10-09,197,ADIMPLENTE,NÃO,5 a 10 mil,709,1 a 2 anos,False,False,False,True,23.3,True,10,5,10,5,8,10,15,43,43,AMBOS,43,Nutrição,43.0,Nutrição
CLI010205,FISICA,VEÍCULOS,1,1,0,32407.31,1,MINAS GERAIS,4738.78,2025-06-06,64,ADIMPLENTE,NÃO,Até 5 mil,469,1 a 2 anos,False,False,True,False,15.4,True,5,5,10,5,8,15,10,43,38,VEÍCULOS,43,Nutrição,43.0,Nutrição
CLI010206,FISICA,IMÓVEIS,1,0,1,128224.12,1,MATO GROSSO,10000.0,2025-02-03,82,ADIMPLENTE,NÃO,5 a 10 mil,592,1 a 2 anos,False,False,False,True,19.4,True,20,10,10,5,8,10,15,53,48,VEÍCULOS,53,Nutrição,48.0,Nutrição
CLI010207,FISICA,IMÓVEIS,1,0,1,244983.21,3,RIO GRANDE DO SUL,3500.0,2023-08-01,179,ADIMPLENTE,NÃO,Até 5 mil,1144,2 a 5 anos,False,False,False,True,37.6,False,5,5,0,5,12,10,15,32,37,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI010208,FISICA,IMÓVEIS,1,0,1,158674.17,1,RIO GRANDE DO SUL,2424.0,2025-08-13,184,INADIMPLENTE,NÃO,Até 5 mil,401,1 a 2 anos,True,False,False,True,13.2,False,5,5,10,5,8,10,15,38,43,Não ofertar,43,Não prioritário,43.0,Não prioritário
CLI010209,FISICA,IMÓVEIS,1,0,1,137984.47,0,RIO GRANDE DO SUL,23332.0,2026-01-30,127,ADIMPLENTE,NÃO,20 a 30 mil,231,6 a 12 meses,False,False,False,True,7.6,True,30,20,15,5,5,10,15,65,60,VEÍCULOS,65,Potencial,60.0,Nutrição
CLI010210,FISICA,IMÓVEIS,1,0,1,255260.02,1,SANTA CATARINA,5000.0,2025-09-19,170,ADIMPLENTE,NÃO,Até 5 mil,364,6 a 12 meses,False,False,False,True,12.0,True,10,5,15,5,8,10,15,48,48,AMBOS,48,Nutrição,48.0,Nutrição
CLI010211,FISICA,IMÓVEIS,1,0,1,321253.17,1,RIO GRANDE DO SUL,7000.0,2025-04-16,197,ADIMPLENTE,NÃO,5 a 10 mil,520,1 a 2 anos,False,False,False,True,17.1,True,10,5,10,5,8,10,15,43,43,AMBOS,43,Nutrição,43.0,Nutrição
CLI010211,FISICA,VEÍCULOS,1,0,1,119690.25,1,RIO GRANDE DO SUL,7000.0,2026-08-12,106,ADIMPLENTE,NÃO,5 a 10 mil,37,Até 3 meses,False,False,True,False,1.2,True,10,5,20,5,8,15,10,58,48,VEÍCULOS,58,Nutrição,58.0,Nutrição
CLI010212,FISICA,VEÍCULOS,1,0,1,129664.5,0,SANTA CATARINA,9696.0,2026-03-23,106,INADIMPLENTE,NÃO,5 a 10 mil,179,3 a 6 meses,True,False,True,False,5.9,False,10,5,20,5,5,15,10,55,45,Não ofertar,55,Não prioritário,55.0,Não prioritário
CLI010213,FISICA,IMÓVEIS,1,0,1,355992.35,1,RIO GRANDE DO SUL,10000.0,2025-03-28,43,ADIMPLENTE,NÃO,5 a 10 mil,539,1 a 2 anos,False,False,False,True,17.7,True,20,10,10,5,8,10,15,53,48,VEÍCULOS,53,Nutrição,48.0,Nutrição
CLI010214,FISICA,VEÍCULOS,1,0,1,167271.09,1,MATO GROSSO DO SUL,4000.0,2025-09-02,106,ADIMPLENTE,NÃO,Até 5 mil,381,1 a 2 anos,False,False,True,False,12.5,True,5,5,10,5,8,15,10,43,38,VEÍCULOS,43,Nutrição,43.0,Nutrição
CLI010215,FISICA,VEÍCULOS,1,1,0,3066.88,3,MATO GROSSO,5000.0,2023-05-16,13,ADIMPLENTE,NÃO,Até 5 mil,1221,2 a 5 anos,False,False,True,False,40.1,False,10,5,0,5,12,15,10,42,32,Não ofertar,42,Não prioritário,42.0,Não prioritário
CLI010216,FISICA,IMÓVEIS,2,0,2,1788404.82,0,MINAS GERAIS,20000.0,2025-11-27,207,ADIMPLENTE,NÃO,10 a 20 mil,295,6 a 12 meses,False,False,False,True,9.7,True,30,20,15,10,5,10,15,70,65,VEÍCULOS,70,Potencial,65.0,Potencial
CLI010217,FISICA,VEÍCULOS,1,0,1,87174.65,1,MATO GROSSO,2424.0,2025-06-09,64,ADIMPLENTE,NÃO,Até 5 mil,466,1 a 2 anos,False,False,True,False,15.3,True,5,5,10,5,8,15,10,43,38,VEÍCULOS,43,Nutrição,43.0,Nutrição
CLI010218,FISICA,IMÓVEIS,1,0,1,400837.36,1,PARANA,17000.0,2025-05-14,179,ADIMPLENTE,NÃO,10 a 20 mil,492,1 a 2 anos,False,False,False,True,16.2,True,25,10,10,5,8,10,15,58,48,VEÍCULOS,58,Nutrição,48.0,Nutrição
CLI010219,FISICA,IMÓVEIS,1,0,1,376920.22,0,RIO GRANDE DO SUL,12000.0,2026-09-16,210,ADIMPLENTE,NÃO,10 a 20 mil,2,Até 3 meses,False,False,False,True,0.1,True,20,10,20,5,5,10,15,60,55,VEÍCULOS,60,Nutrição,55.0,Nutrição
CLI010220,FISICA,IMÓVEIS,2,2,0,144352.9,6,PARANA,2976365.0,2020-10-06,33,ADIMPLENTE,SIM,Acima de 500 mil,2173,Mais de 5 anos,False,True,False,True,71.4,False,30,30,0,10,15,10,15,65,70,Não ofertar,70,Não prioritário,70.0,Não prioritário
CLI010221,FISICA,VEÍCULOS,1,0,1,89070.41,1,RIO GRANDE DO SUL,3500.0,2025-02-25,60,ADIMPLENTE,NÃO,Até 5 mil,570,1 a 2 anos,False,False,True,False,18.7,True,5,5,10,5,8,15,10,43,38,VEÍCULOS,43,Nutrição,43.0,Nutrição
CLI010222,FISICA,IMÓVEIS,1,0,1,74904.93,12,RIO GRANDE DO SUL,10000.0,2019-11-07,90,INADIMPLENTE,SIM,5 a 10 mil,2507,Mais de 5 anos,True,True,False,True,82.4,False,20,10,0,5,15,10,15,50,45,Não ofertar,50,Não prioritário,45.0,Não prioritário
CLI010223,FISICA,IMÓVEIS,1,0,1,156697.61,0,SANTA CATARINA,2424.0,2025-11-28,184,ADIMPLENTE,NÃO,Até 5 mil,294,6 a 12 meses,False,False,False,True,9.7,True,5,5,15,5,5,10,15,40,45,IMÓVEIS,45,Nutrição,45.0,Nutrição
CLI010224,FISICA,IMÓVEIS,1,0,1,392549.79,1,RIO GRANDE DO SUL,4000.0,2025-07-01,179,INADIMPLENTE,NÃO,Até 5 mil,444,1 a 2 anos,True,False,False,True,14.6,False,5,5,10,5,8,10,15,38,43,Não ofertar,43,Não prioritário,43.0,Não prioritário
CLI010225,FISICA,VEÍCULOS,1,0,1,85376.94,2,SANTA CATARINA,7000.0,2024-07-05,64,ADIMPLENTE,NÃO,5 a 10 mil,805,2 a 5 anos,False,False,True,False,26.4,False,10,5,0,5,8,15,10,38,28,Não ofertar,38,Não prioritário,38.0,Não prioritário
CLI010226,FISICA,IMÓVEIS,1,1,0,121983.31,7,SAO PAULO,17114.85,2019-04-24,33,ADIMPLENTE,NÃO,10 a 20 mil,2704,Mais de 5 anos,False,False,False,True,88.8,False,25,10,0,5,15,10,15,55,45,Não ofertar,55,Não prioritário,45.0,Não prioritário
CLI010227,FISICA,VEÍCULOS,1,0,1,44430.95,0,RIO GRANDE DO SUL,3000.0,2025-12-05,49,ADIMPLENTE,NÃO,Até 5 mil,287,6 a 12 meses,False,False,True,False,9.4,True,5,5,15,5,5,15,10,45,40,VEÍCULOS,45,Nutrição,45.0,Nutrição
CLI010228,FISICA,VEÍCULOS,1,0,1,69366.34,1,SANTA CATARINA,3500.0,2025-05-26,60,ADIMPLENTE,NÃO,Até 5 mil,480,1 a 2 anos,False,False,True,False,15.8,True,5,5,10,5,8,15,10,43,38,VEÍCULOS,43,Nutrição,43.0,Nutrição
CLI010229,FISICA,IMÓVEIS,2,0,2,1156453.66,5,SANTA CATARINA,30000.0,2021-03-01,116,INADIMPLENTE,SIM,20 a 30 mil,2027,Mais de 5 anos,True,True,False,True,66.6,False,30,25,0,10,15,10,15,65,65,Não ofertar,65,Não prioritário,65.0,Não prioritário
CLI010230,FISICA,IMÓVEIS,1,0,1,335868.84,5,SANTA CATARINA,7000.0,2021-03-11,116,ADIMPLENTE,NÃO,5 a 10 mil,2017,Mais de 5 anos,False,False,False,True,66.3,False,10,5,0,5,15,10,15,40,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI010231,FISICA,IMÓVEIS,1,1,0,150666.61,4,PARANA,9746.3,2022-08-26,90,ADIMPLENTE,NÃO,5 a 10 mil,1484,2 a 5 anos,False,False,False,True,48.8,False,10,5,0,5,12,10,15,37,37,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI010232,FISICA,IMÓVEIS,1,0,1,370784.36,0,RIO GRANDE DO SUL,5000.0,2026-03-10,210,ADIMPLENTE,NÃO,Até 5 mil,192,6 a 12 meses,False,False,False,True,6.3,True,10,5,15,5,5,10,15,45,45,AMBOS,45,Nutrição,45.0,Nutrição
CLI010233,FISICA,VEÍCULOS,1,1,0,33940.03,8,RIO GRANDE DO SUL,14319.46,2022-05-16,64,ADIMPLENTE,NÃO,10 a 20 mil,1586,2 a 5 anos,False,False,True,False,52.1,False,20,10,0,5,15,15,10,55,40,Não ofertar,55,Não prioritário,55.0,Não prioritário
CLI010234,FISICA,IMÓVEIS,1,0,1,238501.04,0,PARANA,10000.0,2026-01-27,190,ADIMPLENTE,NÃO,5 a 10 mil,234,6 a 12 meses,False,False,False,True,7.7,True,20,10,15,5,5,10,15,55,50,VEÍCULOS,55,Nutrição,50.0,Nutrição
CLI010235,FISICA,IMÓVEIS,1,0,1,187996.85,0,MATO GROSSO,3000.0,2026-09-15,184,ADIMPLENTE,NÃO,Até 5 mil,3,Até 3 meses,False,False,False,True,0.1,True,5,5,20,5,5,10,15,45,50,IMÓVEIS,50,Nutrição,50.0,Nutrição
CLI010236,FISICA,IMÓVEIS,1,0,1,646263.33,1,MATO GROSSO,13000.0,2024-11-27,193,ADIMPLENTE,SIM,10 a 20 mil,660,1 a 2 anos,False,True,False,True,21.7,False,20,10,10,5,8,10,15,53,48,Não ofertar,53,Não prioritário,48.0,Não prioritário
CLI010237,FISICA,VEÍCULOS,1,1,0,60751.26,3,SANTA CATARINA,3000.0,2023-09-07,60,ADIMPLENTE,NÃO,Até 5 mil,1107,2 a 5 anos,False,False,True,False,36.4,False,5,5,0,5,12,15,10,37,32,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI010238,FISICA,IMÓVEIS,1,0,1,665353.02,0,RIO GRANDE DO SUL,15000.0,2026-06-29,206,INADIMPLENTE,NÃO,10 a 20 mil,81,Até 3 meses,True,False,False,True,2.7,False,25,10,20,5,5,10,15,65,55,Não ofertar,65,Não prioritário,55.0,Não prioritário
CLI010239,FISICA,IMÓVEIS,1,0,1,724932.19,0,SAO PAULO,10000.0,2026-02-04,206,INADIMPLENTE,NÃO,5 a 10 mil,226,6 a 12 meses,True,False,False,True,7.4,False,20,10,15,5,5,10,15,55,50,Não ofertar,55,Não prioritário,50.0,Não prioritário
CLI010240,FISICA,IMÓVEIS,16,0,16,4294357.88,1,PARANA,40000.0,2025-12-04,185,ADIMPLENTE,NÃO,30 a 50 mil,288,6 a 12 meses,False,False,False,True,9.5,True,30,30,15,20,8,10,15,83,88,IMÓVEIS,88,Alta prioridade,88.0,Alta prioridade
CLI010241,FISICA,IMÓVEIS,1,0,1,264397.64,0,SANTA CATARINA,55000.0,2026-08-19,197,ADIMPLENTE,NÃO,50 a 100 mil,30,Até 3 meses,False,False,False,True,1.0,True,30,30,20,5,5,10,15,70,75,IMÓVEIS,75,Potencial,75.0,Potencial
CLI010242,FISICA,IMÓVEIS,5,0,5,1215781.35,0,MATO GROSSO,15000.0,2026-09-11,190,ADIMPLENTE,NÃO,10 a 20 mil,7,Até 3 meses,False,False,False,True,0.2,True,25,10,20,20,5,10,15,80,70,VEÍCULOS,80,Alta prioridade,70.0,Potencial
CLI010243,FISICA,IMÓVEIS,1,0,1,956827.23,1,SANTA CATARINA,10000.0,2025-07-09,207,ADIMPLENTE,NÃO,5 a 10 mil,436,1 a 2 anos,False,False,False,True,14.3,True,20,10,10,5,8,10,15,53,48,VEÍCULOS,53,Nutrição,48.0,Nutrição
CLI010244,FISICA,IMÓVEIS,1,0,1,44507.16,11,RIO GRANDE DO SUL,1900.0,2015-05-14,43,ADIMPLENTE,NÃO,Até 5 mil,4145,Mais de 5 anos,False,False,False,True,136.2,False,5,5,0,5,15,10,15,35,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI010245,FISICA,IMÓVEIS,1,1,0,8622.85,10,SANTA CATARINA,3500.0,2016-07-12,43,ADIMPLENTE,NÃO,Até 5 mil,3720,Mais de 5 anos,False,False,False,True,122.2,False,5,5,0,5,15,10,15,35,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI010246,FISICA,VEÍCULOS,1,0,1,117272.33,0,PARANA,8000.0,2026-03-16,106,ADIMPLENTE,NÃO,5 a 10 mil,186,6 a 12 meses,False,False,True,False,6.1,True,10,5,15,5,5,15,10,50,40,VEÍCULOS,50,Nutrição,50.0,Nutrição
CLI010247,FISICA,VEÍCULOS,1,1,0,1457.3,7,RIO GRANDE DO SUL,13025.93,2019-05-28,1,ADIMPLENTE,NÃO,10 a 20 mil,2670,Mais de 5 anos,False,False,True,False,87.7,False,20,10,0,5,15,15,10,55,40,Não ofertar,55,Não prioritário,55.0,Não prioritário
CLI010248,FISICA,IMÓVEIS,1,1,0,190001.5,4,RIO GRANDE DO SUL,3628.62,2022-02-08,136,ADIMPLENTE,NÃO,Até 5 mil,1683,2 a 5 anos,False,False,False,True,55.3,False,5,5,0,5,12,10,15,32,37,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI010249,FISICA,VEÍCULOS,1,0,1,97467.9,3,MATO GROSSO,4000.0,2023-04-11,64,ADIMPLENTE,NÃO,Até 5 mil,1256,2 a 5 anos,False,False,True,False,41.3,False,5,5,0,5,12,15,10,37,32,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI010250,JURÍDICA,VEÍCULOS,1,1,0,0.0,7,RIO GRANDE DO SUL,8200.97,2019-08-13,1,ADIMPLENTE,NÃO,5 a 10 mil,2593,Mais de 5 anos,False,False,True,False,85.2,False,10,5,0,5,15,15,10,45,35,Não ofertar,45,Não prioritário,45.0,Não prioritário
CLI010251,FISICA,IMÓVEIS,1,0,1,358013.21,0,RIO GRANDE DO SUL,4848.0,2026-02-10,210,ADIMPLENTE,NÃO,Até 5 mil,220,6 a 12 meses,False,False,False,True,7.2,True,5,5,15,5,5,10,15,40,45,IMÓVEIS,45,Nutrição,45.0,Nutrição
CLI010252,FISICA,VEÍCULOS,1,0,1,39718.35,5,RIO GRANDE DO SUL,6000.0,2025-08-13,49,ADIMPLENTE,SIM,5 a 10 mil,401,1 a 2 anos,False,True,True,False,13.2,False,10,5,10,5,15,15,10,55,45,Não ofertar,55,Não prioritário,55.0,Não prioritário
CLI010253,FISICA,IMÓVEIS,1,0,1,232876.21,1,PARANA,20000.0,2024-10-09,179,ADIMPLENTE,NÃO,10 a 20 mil,709,1 a 2 anos,False,False,False,True,23.3,True,30,20,10,5,8,10,15,63,58,VEÍCULOS,63,Nutrição,58.0,Nutrição
CLI010254,FISICA,IMÓVEIS,1,0,1,189987.65,7,RIO GRANDE DO SUL,9749.63,2020-08-28,87,ADIMPLENTE,NÃO,5 a 10 mil,2212,Mais de 5 anos,False,False,False,True,72.7,False,10,5,0,5,15,10,15,40,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI010254,FISICA,VEÍCULOS,4,2,2,165508.41,7,RIO GRANDE DO SUL,9749.63,2024-08-28,29,INADIMPLENTE,NÃO,5 a 10 mil,751,2 a 5 anos,True,False,True,False,24.7,False,10,5,0,15,15,15,10,55,45,Não ofertar,55,Não prioritário,55.0,Não prioritário
CLI010255,FISICA,VEÍCULOS,1,0,1,39112.79,0,RIO GRANDE DO SUL,5000.0,2026-02-10,49,ADIMPLENTE,NÃO,Até 5 mil,220,6 a 12 meses,False,False,True,False,7.2,True,10,5,15,5,5,15,10,50,40,VEÍCULOS,50,Nutrição,50.0,Nutrição
CLI010256,JURÍDICA,IMÓVEIS,2,0,2,2881950.4,6,SAO PAULO,822537.89,2026-09-15,196,ADIMPLENTE,NÃO,Acima de 500 mil,3,Até 3 meses,False,False,False,True,0.1,True,30,30,20,10,15,10,15,85,90,IMÓVEIS,90,Alta prioridade,90.0,Alta prioridade
CLI010256,JURÍDICA,VEÍCULOS,1,0,1,512433.56,6,SAO PAULO,822537.89,2026-03-25,62,ADIMPLENTE,NÃO,Acima de 500 mil,177,3 a 6 meses,False,False,True,False,5.8,True,30,30,20,5,15,15,10,85,80,VEÍCULOS,85,Alta prioridade,85.0,Alta prioridade
CLI010257,JURÍDICA,IMÓVEIS,1,0,1,657331.36,1,SAO PAULO,15000.0,2025-04-30,193,ADIMPLENTE,NÃO,10 a 20 mil,506,1 a 2 anos,False,False,False,True,16.6,True,25,10,10,5,8,10,15,58,48,VEÍCULOS,58,Nutrição,48.0,Nutrição
CLI010258,JURÍDICA,VEÍCULOS,3,3,0,30778.58,8,BAHIA,684504.65,2020-12-30,4,ADIMPLENTE,SIM,Acima de 500 mil,2088,Mais de 5 anos,False,True,True,False,68.6,False,30,30,0,15,15,15,10,75,70,Não ofertar,75,Não prioritário,75.0,Não prioritário
CLI010259,JURÍDICA,IMÓVEIS,4,4,0,1099939.28,8,RIO GRANDE DO SUL,38000.0,2017-11-23,14,INADIMPLENTE,SIM,30 a 50 mil,3221,Mais de 5 anos,True,True,False,True,105.8,False,30,25,0,15,15,10,15,70,70,Não ofertar,70,Não prioritário,70.0,Não prioritário
CLI010260,JURÍDICA,IMÓVEIS,2,0,2,697353.74,7,RIO GRANDE DO SUL,500000.0,2019-09-11,116,ADIMPLENTE,NÃO,100 a 500 mil,2564,Mais de 5 anos,False,False,False,True,84.2,False,30,30,0,10,15,10,15,65,70,Não ofertar,70,Não prioritário,70.0,Não prioritário
CLI010261,JURÍDICA,IMÓVEIS,77,60,17,11548611.12,5,PARANA,582904.2,2024-07-12,87,ADIMPLENTE,NÃO,Acima de 500 mil,798,2 a 5 anos,False,False,False,True,26.2,False,30,30,0,20,15,10,15,75,80,Não ofertar,80,Não prioritário,80.0,Não prioritário
CLI010262,JURÍDICA,VEÍCULOS,1,1,0,74713.7,0,RIO GRANDE DO SUL,31758.05,2026-02-25,79,ADIMPLENTE,NÃO,30 a 50 mil,205,6 a 12 meses,False,False,True,False,6.7,True,30,25,15,5,5,15,10,70,60,VEÍCULOS,70,Potencial,70.0,Potencial
CLI010263,JURÍDICA,VEÍCULOS,1,0,1,41822.44,0,SAO PAULO,238320.65,2026-07-29,49,ADIMPLENTE,NÃO,100 a 500 mil,51,Até 3 meses,False,False,True,False,1.7,True,30,30,20,5,5,15,10,75,70,VEÍCULOS,75,Potencial,75.0,Potencial
CLI010264,FISICA,IMÓVEIS,2,0,2,607380.4,0,SANTA CATARINA,7000.0,2026-05-07,158,INADIMPLENTE,NÃO,5 a 10 mil,134,3 a 6 meses,True,False,False,True,4.4,False,10,5,20,10,5,10,15,55,55,Não ofertar,55,Não prioritário,55.0,Não prioritário
CLI010265,FISICA,IMÓVEIS,1,0,1,159120.51,0,PARANA,8000.0,2026-04-24,184,ADIMPLENTE,NÃO,5 a 10 mil,147,3 a 6 meses,False,False,False,True,4.8,True,10,5,20,5,5,10,15,50,50,AMBOS,50,Nutrição,50.0,Nutrição
CLI010266,FISICA,IMÓVEIS,1,0,1,90232.4,10,SAO PAULO,3200.0,2019-05-29,90,ADIMPLENTE,NÃO,Até 5 mil,2669,Mais de 5 anos,False,False,False,True,87.7,False,5,5,0,5,15,10,15,35,40,Não ofertar,40,Não prioritário,40.0,Não prioritário
CLI010267,FISICA,VEÍCULOS,1,0,1,64876.92,2,MATO GROSSO,5000.0,2024-06-18,60,ADIMPLENTE,NÃO,Até 5 mil,822,2 a 5 anos,False,False,True,False,27.0,False,10,5,0,5,8,15,10,38,28,Não ofertar,38,Não prioritário,38.0,Não prioritário
CLI010268,FISICA,VEÍCULOS,1,0,1,121772.94,2,RIO GRANDE DO SUL,10000.0,2024-02-23,64,ADIMPLENTE,NÃO,5 a 10 mil,938,2 a 5 anos,False,False,True,False,30.8,False,20,10,0,5,8,15,10,48,33,Não ofertar,48,Não prioritário,48.0,Não prioritário
CLI010269,FISICA,IMÓVEIS,1,0,1,735920.71,0,GOIAS,24240.0,2025-10-28,116,ADIMPLENTE,NÃO,20 a 30 mil,325,6 a 12 meses,False,False,False,True,10.7,True,30,20,15,5,5,10,15,65,60,VEÍCULOS,65,Potencial,60.0,Nutrição
CLI010270,FISICA,VEÍCULOS,1,0,1,41188.04,0,PARANA,4000.0,2026-06-23,49,ADIMPLENTE,NÃO,Até 5 mil,87,Até 3 meses,False,False,True,False,2.9,True,5,5,20,5,5,15,10,50,45,VEÍCULOS,50,Nutrição,50.0,Nutrição
CLI010271,FISICA,VEÍCULOS,1,0,1,39171.56,0,MATO GROSSO,24240.0,2025-10-30,49,ADIMPLENTE,NÃO,20 a 30 mil,323,6 a 12 meses,False,False,True,False,10.6,True,30,20,15,5,5,15,10,70,55,VEÍCULOS,70,Potencial,70.0,Potencial
CLI010272,FISICA,VEÍCULOS,2,0,2,407855.22,0,SANTA CATARINA,5000.0,2026-03-11,110,ADIMPLENTE,NÃO,Até 5 mil,191,6 a 12 meses,False,False,True,False,6.3,True,10,5,15,10,5,15,10,55,45,VEÍCULOS,55,Nutrição,55.0,Nutrição
CLI010273,FISICA,VEÍCULOS,1,1,0,0.0,7,PARANA,35000.0,2018-12-11,1,ADIMPLENTE,NÃO,30 a 50 mil,2838,Mais de 5 anos,False,False,True,False,93.2,False,30,25,0,5,15,15,10,65,55,Não ofertar,65,Não prioritário,65.0,Não prioritário
CLI010274,FISICA,VEÍCULOS,1,1,0,65693.0,3,SANTA CATARINA,4025.72,2023-02-24,4,ADIMPLENTE,NÃO,Até 5 mil,1302,2 a 5 anos,False,False,True,False,42.8,False,5,5,0,5,12,15,10,37,32,Não ofertar,37,Não prioritário,37.0,Não prioritário
CLI010275,FISICA,IMÓVEIS,1,1,0,202711.18,1,SANTA CATARINA,31997.06,2025-04-04,14,ADIMPLENTE,NÃO,30 a 50 mil,532,1 a 2 anos,False,False,False,True,17.5,True,30,25,10,5,8,10,15,63,63,AMBOS,63,Nutrição,63.0,Nutrição
CLI010276,FISICA,IMÓVEIS,1,0,1,212807.38,0,SANTA CATARINA,3000.0,2026-02-11,184,INADIMPLENTE,NÃO,Até 5 mil,219,6 a 12 meses,True,False,False,True,7.2,False,5,5,15,5,5,10,15,40,45,Não ofertar,45,Não prioritário,45.0,Não prioritário
CLI010277,FISICA,IMÓVEIS,2,0,2,494463.73,3,RIO GRANDE DO SUL,10000.0,2026-05-29,184,ADIMPLENTE,NÃO,5 a 10 mil,112,3 a 6 meses,False,False,False,True,3.7,True,20,10,20,10,12,10,15,72,67,VEÍCULOS,72,Potencial,67.0,Potencial
CLI010278,FISICA,IMÓVEIS,1,0,1,462397.45,0,SANTA CATARINA,24240.0,2026-01-08,87,ADIMPLENTE,NÃO,20 a 30 mil,253,6 a 12 meses,False,False,False,True,8.3,True,30,20,15,5,5,10,15,65,60,VEÍCULOS,65,Potencial,60.0,Nutrição
CLI010279,FISICA,IMÓVEIS,1,0,1,676706.18,0,SANTA CATARINA,8000.0,2026-05-18,136,ADIMPLENTE,NÃO,5 a 10 mil,123,3 a 6 meses,False,False,False,True,4.0,True,10,5,20,5,5,10,15,50,50,AMBOS,50,Nutrição,50.0,Nutrição
